,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
339623,0,0,0,0,0,0,2,0,3,1,0
424959,0,0,0,0,0,0,1,0,2,0,0
397029,0,0,0,0,0,0,1,0,1,0,0
205820,0,0,0,0,0,0,0,0,2,0,0
94242,0,1,0,0,0,0,2,0,3,1,0
159245,0,0,0,0,1,0,3,0,2,1,0
369784,0,0,0,0,0,0,1,0,1,0,0
374132,0,1,0,0,0,0,1,0,1,1,0
215489,0,0,0,0,1,0,1,0,2,7,0
271600,0,0,0,0,1,0,2,0,5,0,0
387547,0,0,0,0,1,0,4,0,2,0,0
82548,0,0,0,0,1,0,3,0,2,1,0
68171,0,0,0,0,1,0,5,0,2,7,0
445581,0,0,0,0,0,0,1,0,2,0,0
284907,0,0,0,0,0,0,2,0,2,1,1
75467,0,0,0,0,0,0,1,0,3,0,0
326973,0,1,0,0,0,0,0,0,2,2,0
141328,0,1,0,0,1,0,2,0,4,1,0
43716,0,0,0,0,0,0,0,0,2,0,0
357113,0,0,0,0,1,0,2,0,2,5,0
238660,0,0,0,0,0,0,2,0,3,0,1
182892,0,0,0,0,1,0,3,0,6,0,0
179577,0,0,0,0,0,0,3,0,2,0,0
18133,0,0,0,0,1,0,1,0,4,0,0
237528,0,0,0,0,0,0,1,0,1,0,0
410935,0,0,0,0,1,0,4,0,3,1,0
304646,0,0,0,0,0,0,1,0,3,0,1
191630,0,0,0,0,0,0,2,0,4,0,0
421780,0,0,0,0,1,0,5,0,4,0,0
292892,0,0,0,0,1,0,3,0,3,0,2
125175,0,0,0,0,1,0,3,0,3,4,0
208498,0,0,0,0,0,0,1,0,2,0,1
122310,0,0,0,0,0,0,1,0,2,0,0
37412,0,0,0,0,1,0,2,0,3,2,14
308385,0,0,0,0,1,0,2,0,2,0,9
66828,0,0,0,0,0,0,3,0,2,0,0
174317,0,0,0,0,1,0,3,0,3,4,0
161561,0,0,0,0,1,0,3,0,2,3,0
189679,0,0,0,0,1,0,1,0,3,5,0
55497,0,0,0,0,1,0,3,0,4,0,1
340313,0,0,0,0,1,0,2,0,3,0,0
307133,0,0,0,0,1,0,3,0,3,3,0
343538,0,0,0,0,0,0,1,0,2,0,0
326098,0,0,0,0,0,0,2,0,3,1,0
106004,0,0,0,0,1,0,2,0,2,1,0
148583,0,0,0,0,1,0,4,0,3,0,0
309559,0,0,0,0,1,0,8,0,4,0,0
401289,0,0,0,0,0,0,2,0,2,0,0
205457,0,0,0,0,1,0,5,0,6,0,0
22706,0,0,0,0,1,0,2,0,2,11,0
102446,0,0,0,0,1,0,1,0,1,0,0
368708,0,0,0,0,0,0,3,0,3,0,0
337033,0,0,0,0,1,0,2,0,6,0,0
433947,0,0,0,0,1,0,2,0,3,0,5
155997,0,0,0,0,0,0,0,0,2,0,0
266303,0,0,0,0,1,0,1,0,2,3,0
429599,0,0,0,0,1,0,2,0,3,0,2
275272,0,0,0,0,0,0,2,0,1,0,0
268394,0,0,0,0,1,0,4,0,3,2,0
316731,0,0,0,0,0,0,1,0,2,0,0
